domain,dimension,type,group,grpCode,indicator,indCode,date,populationTotal,GNIperCap,value,boundary,ratio
social,connectivity,national aggregate,Middle-40,M40,internet,CO2,2017,3193149455,15681.626121700332,43.72626508573805,0,0.4372626508573805
social,connectivity,national aggregate,Top-20,T20,internet,CO2,2017,1051706513,51746.36506086974,13.015793174098178,0,0.13015793174098178
social,housing,national aggregate,Bottom-40,B40,urbanSlums,HO1,2017,3295113925,5037.432206288751,49.19976438955934,0,0.4919976438955934
social,housing,national aggregate,Middle-40,M40,urbanSlums,HO1,2017,1720404151,16951.09720477439,16.335740980830025,0,0.16335740980830027
social,housing,national aggregate,Top-20,T20,urbanSlums,HO1,2017,771856541,54533.09174093498,0.3631352387694088,0,0.0036313523876939646
social,equality,national aggregate,Bottom-40,B40,genderGapIndex,EQ1,2017,3169850445,5120.5307683583815,52.85227327155493,0,0.5285227327155493
social,equality,national aggregate,Middle-40,M40,genderGapIndex,EQ1,2017,3184429538,15687.46658668792,29.109243814017155,0,0.2910924381401716
social,equality,national aggregate,Top-20,T20,genderGapIndex,EQ1,2017,1043668936,51661.415273558654,13.205523073650244,0,0.13205523073650238
social,social cohesion,national aggregate,Bottom-40,B40,socialSupport,SC1,2017,2808750144,5327.612591183659,32.974780242219595,0,0.3297478024221959
social,social cohesion,national aggregate,Middle-40,M40,socialSupport,SC1,2017,3112206752,15746.957918584492,19.49871129786908,0,0.19498711297869076
social,social cohesion,national aggregate,Top-20,T20,socialSupport,SC1,2017,1040945212,51718.84779246646,9.32043267398879,0,0.09320432673988799
social,social cohesion,national aggregate,Bottom-40,B40,palma,SC2,2017,3295224355,5037.397493099811,85.6104483058787,0,0.8561044830587871
social,social cohesion,national aggregate,Middle-40,M40,palma,SC2,2017,3193178974,15681.633581815418,67.23138782636867,0,0.6723138782636868
social,social cohesion,national aggregate,Top-20,T20,palma,SC2,2017,1051706513,51746.36506086974,0.03794024236493437,0,3.79402423649422e-4
social,political voice,national aggregate,Bottom-40,B40,govRegimes,PV1,2017,3294622503,5037.3540355954465,83.39360155824201,0,0.8339360155824201
social,political voice,national aggregate,Middle-40,M40,govRegimes,PV1,2017,3192161822,15682.511933638909,67.8431249028327,0,0.678431249028327
social,political voice,national aggregate,Top-20,T20,govRegimes,PV1,2017,1050731435,51745.15259837263,6.597572766060815,0,0.06597572766060822
social,peace and justice,national aggregate,Bottom-40,B40,controlCorruption,PJ1,2017,2773403415,5375.733397690406,76.42548490745193,0,0.7642548490745193
social,peace and justice,national aggregate,Middle-40,M40,controlCorruption,PJ1,2017,1691715414,17053.05854016181,82.25414040366283,0,0.8225414040366283
social,peace and justice,national aggregate,Top-20,T20,controlCorruption,PJ1,2017,993558890,51630.30792718037,60.85949749350035,0,0.6085949749350035
social,peace and justice,national aggregate,Bottom-40,B40,homicideOver5,PJ2,2017,2587326147,5551.2814084453275,16.434855709746746,0,0.16434855709746743
social,peace and justice,national aggregate,Middle-40,M40,homicideOver5,PJ2,2017,2834176357,16153.208675953292,29.94135830341344,0,0.29941358303413435
social,peace and justice,national aggregate,Top-20,T20,homicideOver5,PJ2,2017,1040322024,51755.575731239085,31.73923490828643,0,0.3173923490828643
