domain,dimension,type,group,indicator,date,populationTotal,GNIperCap,value,_join_code,indCode,date_grp,dimension_grp,domain_grp,group_grp,indicator_grp,type_grp,value_grp
social,education,national aggregate,World,secondarySchool,2016,6544476199.0,15533.27276082481,43.37207396079472,,,,,,,,,
social,education,national aggregate,World,secondarySchool,2017,6616084465.0,15986.719839891426,40.57481116157528,,,,,,,,,
social,education,national aggregate,World,secondarySchool,2018,6684923281.0,16406.234425741386,38.69743933899413,,,,,,,,,
social,education,national aggregate,World,secondarySchool,2019,6750791313.0,16754.621036167926,38.04383645608016,,,,,,,,,
social,education,national aggregate,World,secondarySchool,2020,6812170975.0,16086.791566350072,37.45781879057078,,,,,,,,,
social,education,national aggregate,World,secondarySchool,2021,6866396897.0,16955.468197984592,37.21536140597729,,,,,,,,,
social,education,national aggregate,World,secondarySchool,2022,6917330500.0,17393.844932299173,36.910940776868166,,,,,,,,,
social,education,national aggregate,Bottom-40,secondarySchool,2000,2090765276.0,2671.993586900202,78.34621275665978,,,,,,,,,
social,education,national aggregate,Bottom-40,secondarySchool,2001,2134753127.0,2748.176315650121,78.22646367135252,,,,,,,,,
social,education,national aggregate,Bottom-40,secondarySchool,2002,2178383274.0,2820.156107859249,77.92783843066559,,,,,,,,,
social,education,national aggregate,Bottom-40,secondarySchool,2003,2221583571.0,2940.3195118430845,77.73052633191286,,,,,,,,,
social,education,national aggregate,Bottom-40,secondarySchool,2004,2264972784.0,3098.078058881959,77.58304797110185,,,,,,,,,
social,education,national aggregate,Bottom-40,secondarySchool,2005,2308050368.0,3257.97387335836,77.05525847936079,,,,,,,,,
social,education,national aggregate,Bottom-40,secondarySchool,2006,2350837017.0,3442.92733163131,75.89370481838824,,,,,,,,,
social,education,national aggregate,Bottom-40,secondarySchool,2007,2394092954.0,3622.879346402831,74.9531584523499,,,,,,,,,
social,education,national aggregate,Bottom-40,secondarySchool,2008,2436984318.0,3701.9817144450303,72.42228066625168,,,,,,,,,
social,education,national aggregate,Bottom-40,secondarySchool,2009,2479897471.0,3860.3086262773695,71.26890107471758,,,,,,,,,
social,education,national aggregate,Bottom-40,secondarySchool,2010,2524057644.0,4052.694351430405,69.69484401230493,,,,,,,,,
social,education,national aggregate,Bottom-40,secondarySchool,2011,2568648336.0,4231.902306358999,67.9923787063829,,,,,,,,,
social,education,national aggregate,Bottom-40,secondarySchool,2012,2612496631.0,4336.447162176284,66.64631623154108,,,,,,,,,
social,education,national aggregate,Bottom-40,secondarySchool,2013,2655051501.0,4497.5230314208,65.0915771590809,,,,,,,,,
social,education,national aggregate,Bottom-40,secondarySchool,2014,2697010683.0,4716.0827510011,64.00958255061502,,,,,,,,,
social,education,national aggregate,Bottom-40,secondarySchool,2015,2739390663.0,4939.363132784055,62.88622453036117,,,,,,,,,
social,education,national aggregate,Bottom-40,secondarySchool,2016,2783246544.0,5144.1246973449415,61.86955192743463,,,,,,,,,
social,education,national aggregate,Bottom-40,secondarySchool,2017,2828009848.0,5378.558322763215,60.0672725686494,,,,,,,,,
social,education,national aggregate,Bottom-40,secondarySchool,2018,2872724782.0,5608.410707590723,58.560461924618615,,,,,,,,,
social,education,national aggregate,Bottom-40,secondarySchool,2019,2917461602.0,5760.379451216048,56.891392159826346,,,,,,,,,
social,education,national aggregate,Bottom-40,secondarySchool,2020,2962279638.0,5448.791439314038,57.03535577847951,,,,,,,,,
social,education,national aggregate,Bottom-40,secondarySchool,2021,3005284705.0,5717.820788588386,57.00614981075204,,,,,,,,,
social,education,national aggregate,Bottom-40,secondarySchool,2022,3046862395.0,6001.859393817491,57.14417214996488,,,,,,,,,
social,education,national aggregate,Middle-40,secondarySchool,2000,2564590578.0,7421.550671337678,59.38827313263827,,,,,,,,,
social,education,national aggregate,Middle-40,secondarySchool,2001,2586062223.0,7677.305150180402,58.51480396867069,,,,,,,,,
social,education,national aggregate,Middle-40,secondarySchool,2002,2606266702.0,7943.826380956018,57.522269781595824,,,,,,,,,
social,education,national aggregate,Middle-40,secondarySchool,2003,2626021658.0,8323.826054280971,56.773787772187866,,,,,,,,,
social,education,national aggregate,Middle-40,secondarySchool,2004,2646125686.0,8834.079863878831,55.6806057180478,,,,,,,,,
social,education,national aggregate,Middle-40,secondarySchool,2005,2666344224.0,9328.818420668498,54.89712691436686,,,,,,,,,
social,education,national aggregate,Middle-40,secondarySchool,2006,2687081936.0,10030.062733080638,53.312270974958814,,,,,,,,,
social,education,national aggregate,Middle-40,secondarySchool,2007,2708389840.0,10852.516583781198,52.19732658532576,,,,,,,,,
social,education,national aggregate,Middle-40,secondarySchool,2008,2729876264.0,11407.755817534176,50.33182377044574,,,,,,,,,
social,education,national aggregate,Middle-40,secondarySchool,2009,2751848919.0,11458.137569905652,48.316323301442615,,,,,,,,,
social,education,national aggregate,Middle-40,secondarySchool,2010,2774184430.0,12127.455189240576,47.21837279862591,,,,,,,,,
social,education,national aggregate,Middle-40,secondarySchool,2011,2796695035.0,12712.367080441803,43.64305702172947,,,,,,,,,
social,education,national aggregate,Middle-40,secondarySchool,2012,2820015426.0,13234.560631539514,41.14908637361471,,,,,,,,,
social,education,national aggregate,Middle-40,secondarySchool,2013,2843899776.0,13675.272681595625,38.88256611964516,,,,,,,,,
social,education,national aggregate,Middle-40,secondarySchool,2014,2868008536.0,14160.13838265965,36.99579833439431,,,,,,,,,
social,education,national aggregate,Middle-40,secondarySchool,2015,2891534191.0,14523.71516212029,33.5920247690858,,,,,,,,,
social,education,national aggregate,Middle-40,secondarySchool,2016,2913835070.0,14938.098798094046,34.84318429475623,,,,,,,,,
social,education,national aggregate,Middle-40,secondarySchool,2017,2935362922.0,15520.261502828504,30.20750490243347,,,,,,,,,
social,education,national aggregate,Middle-40,secondarySchool,2018,2954514766.0,16059.513511262205,27.09193949511227,,,,,,,,,
social,education,national aggregate,Middle-40,secondarySchool,2019,2970853229.0,16573.40532196025,27.2442067492764,,,,,,,,,
social,education,national aggregate,Middle-40,secondarySchool,2020,2983952450.0,16297.760618855818,25.96163435507448,,,,,,,,,
social,education,national aggregate,Middle-40,secondarySchool,2021,2992917662.0,17304.297830885847,25.13040916932429,,,,,,,,,
social,education,national aggregate,Middle-40,secondarySchool,2022,2999760670.0,17793.369392653098,24.05193512648117,,,,,,,,,
social,education,national aggregate,Top-20,secondarySchool,2000,753495100.0,43639.93600846547,17.419291389061456,,,,,,,,,
social,education,national aggregate,Top-20,secondarySchool,2001,758722723.0,44059.82590399563,17.258631378462084,,,,,,,,,
social,education,national aggregate,Top-20,secondarySchool,2002,764122861.0,44426.52758362144,17.129067479280664,,,,,,,,,
social,education,national aggregate,Top-20,secondarySchool,2003,769796866.0,45054.855138266816,16.964187526959876,,,,,,,,,
social,education,national aggregate,Top-20,secondarySchool,2004,775731530.0,46233.0121643498,16.80313326335981,,,,,,,,,
social,education,national aggregate,Top-20,secondarySchool,2005,781796426.0,47187.04127019439,16.611465830070188,,,,,,,,,
social,education,national aggregate,Top-20,secondarySchool,2006,788021141.0,48232.82011694306,17.110784800822998,,,,,,,,,
social,education,national aggregate,Top-20,secondarySchool,2007,794800653.0,49069.290554731,17.13285977666402,,,,,,,,,
social,education,national aggregate,Top-20,secondarySchool,2008,801675621.0,48824.87001380822,17.20655330485596,,,,,,,,,
social,education,national aggregate,Top-20,secondarySchool,2009,807946459.0,47115.82360441682,16.817653587346186,,,,,,,,,
social,education,national aggregate,Top-20,secondarySchool,2010,813709681.0,48284.18216585641,15.852885209340585,,,,,,,,,
social,education,national aggregate,Top-20,secondarySchool,2011,819526348.0,49072.615440222704,15.07082422231042,,,,,,,,,
social,education,national aggregate,Top-20,secondarySchool,2012,825410605.0,49291.79046156181,14.710823087646432,,,,,,,,,
social,education,national aggregate,Top-20,secondarySchool,2013,831037958.0,49566.25982055047,14.08975309876881,,,,,,,,,
social,education,national aggregate,Top-20,secondarySchool,2014,836544168.0,50274.32298999895,13.350846805138444,,,,,,,,,
social,education,national aggregate,Top-20,secondarySchool,2015,841969109.0,51045.735767062026,12.581888078666084,,,,,,,,,
social,education,national aggregate,Top-20,secondarySchool,2016,847394585.0,51702.726461240425,11.944844807208485,,,,,,,,,
social,education,national aggregate,Top-20,secondarySchool,2017,852711695.0,52774.31162598213,11.616528342594876,,,,,,,,,
social,education,national aggregate,Top-20,secondarySchool,2018,857683733.0,53766.821569240994,12.14642094444386,,,,,,,,,
social,education,national aggregate,Top-20,secondarySchool,2019,862476482.0,54568.57148879967,11.489019311775266,,,,,,,,,
social,education,national aggregate,Top-20,secondarySchool,2020,865938887.0,51751.21316457026,10.10014745235904,,,,,,,,,
social,education,national aggregate,Top-20,secondarySchool,2021,868194530.0,54652.44782569791,10.369204359519289,,,,,,,,,
social,education,national aggregate,Top-20,secondarySchool,2022,870707435.0,55881.32445946203,10.41072788425184,,,,,,,,,
social,income and work,global doughnut,World,societalPoverty,2000,5449350369.0,10359.12004263941,84.91608777305612,,,,,,,,,
social,income and work,global doughnut,World,societalPoverty,2001,5521077455.0,10502.66052782632,84.58145785980076,,,,,,,,,
social,income and work,global doughnut,World,societalPoverty,2002,5591521513.0,10680.728573237173,84.21768724659651,,,,,,,,,
social,income and work,global doughnut,World,societalPoverty,2003,5661619898.0,10951.0016508136,83.88299294599337,,,,,,,,,
social,income and work,global doughnut,World,societalPoverty,2004,5732740103.0,11366.148395250268,83.299255881497,,,,,,,,,
social,income and work,global doughnut,World,societalPoverty,2005,5803890812.0,11740.827305809282,82.84213662578868,,,,,,,,,
social,income and work,global doughnut,World,societalPoverty,2006,5875087997.0,12213.587722575336,82.20622644969305,,,,,,,,,
social,income and work,global doughnut,World,societalPoverty,2007,5947858944.0,12711.150204462718,81.46675259103881,,,,,,,,,
social,income and work,global doughnut,World,societalPoverty,2008,6020959783.0,12910.891896549618,80.82300411158884,,,,,,,,,
social,income and work,global doughnut,World,societalPoverty,2009,6094252162.0,12729.031149314947,80.42028349275428,,,,,,,,,
social,income and work,global doughnut,World,societalPoverty,2010,6168831144.0,13210.056161205524,79.81551373318119,,,,,,,,,
social,income and work,global doughnut,World,societalPoverty,2011,6243969616.0,13611.253893509856,79.31551655949569,,,,,,,,,
social,income and work,global doughnut,World,societalPoverty,2012,6319311431.0,13881.92457962637,78.58608068943933,,,,,,,,,
social,income and work,global doughnut,World,societalPoverty,2013,6393434346.0,14149.30035956638,77.71354292387896,,,,,,,,,
social,income and work,global doughnut,World,societalPoverty,2014,6466912470.0,14522.132993402276,77.0336670989559,,,,,,,,,
social,income and work,global doughnut,World,societalPoverty,2015,6540559806.0,14843.95003511611,76.40765660580801,,,,,,,,,
social,income and work,global doughnut,World,societalPoverty,2016,6614462263.0,15170.96591587571,75.64092754967889,,,,,,,,,
social,income and work,global doughnut,World,societalPoverty,2017,6688718365.0,15640.688099790752,74.70757922752239,,,,,,,,,
social,income and work,global doughnut,World,societalPoverty,2018,6761079030.0,16072.741628426164,73.95985409084031,,,,,,,,,
social,income and work,global doughnut,World,societalPoverty,2019,6830768190.0,16421.106015567988,73.43638883965225,,,,,,,,,
social,income and work,global doughnut,World,societalPoverty,2020,6895905900.0,15783.783953880406,74.02589505355965,,,,,,,,,
social,income and work,global doughnut,World,societalPoverty,2021,6953749907.0,16650.605114805283,72.4897518149641,,,,,,,,,
social,income and work,global doughnut,World,societalPoverty,2022,7008038580.0,17072.054188732785,72.51347965678372,,,,,,,,,
social,income and work,global doughnut,World,youthNEET,2000,4258300203.0,13804.05181070608,,,,,,,,,,
social,income and work,global doughnut,World,youthNEET,2001,4317755235.0,13890.286066008974,,,,,,,,,,
social,income and work,global doughnut,World,youthNEET,2002,4377298652.0,13974.87151770608,,,,,,,,,,
social,income and work,global doughnut,World,youthNEET,2003,4436767372.0,14213.698316937627,,,,,,,,,,
social,income and work,global doughnut,World,youthNEET,2004,4496313473.0,14649.206695713325,,,,,,,,,,
social,income and work,global doughnut,World,youthNEET,2005,4555555738.0,15018.309136424428,24.969113864509147,,,,,,,,,
social,income and work,global doughnut,World,youthNEET,2006,4614780114.0,15476.362897482102,24.11990689724444,,,,,,,,,
social,income and work,global doughnut,World,youthNEET,2007,4674230084.0,15914.08486784246,23.54177375833243,,,,,,,,,
social,income and work,global doughnut,World,youthNEET,2008,4733737187.0,15967.665858859737,22.987336040683992,,,,,,,,,
social,income and work,global doughnut,World,youthNEET,2009,4793753743.0,15465.178148533094,22.8826141899112,,,,,,,,,
social,income and work,global doughnut,World,youthNEET,2010,4854438773.0,15919.082468029896,22.47018086053236,,,,,,,,,
social,income and work,global doughnut,World,youthNEET,2011,4915993170.0,16214.133201281373,21.951710603307244,,,,,,,,,
social,income and work,global doughnut,World,youthNEET,2012,4977653135.0,16372.12278460749,21.829306598606145,,,,,,,,,
social,income and work,global doughnut,World,youthNEET,2013,5039163494.0,16566.04966207905,21.675702195784293,,,,,,,,,
social,income and work,global doughnut,World,youthNEET,2014,5101185152.0,16796.07898171256,21.743664461572465,,,,,,,,,
social,income and work,global doughnut,World,youthNEET,2015,5162778897.0,17026.16135407534,21.91475671486847,,,,,,,,,
social,income and work,global doughnut,World,youthNEET,2016,5223275190.0,17215.8902947744,22.38335097500208,,,,,,,,,
social,income and work,global doughnut,World,youthNEET,2017,5282843972.0,17583.324472511642,22.368349724869077,,,,,,,,,
social,income and work,global doughnut,World,youthNEET,2018,5341100432.0,17894.285868872554,22.41271336681259,,,,,,,,,
social,income and work,global doughnut,World,youthNEET,2019,5397941221.0,18087.125394881383,22.55358508308848,,,,,,,,,
social,income and work,global doughnut,World,youthNEET,2020,5451974461.0,17132.578923078847,23.15060642992937,,,,,,,,,
social,income and work,global doughnut,World,youthNEET,2021,5500634293.0,17944.237292674556,21.6898989388511,,,,,,,,,
social,income and work,global doughnut,World,youthNEET,2022,5546732777.0,18375.9105148735,20.3070253101288,,,,,,,,,
social,income and work,national aggregate,World,societalPoverty,2000,5449350369.0,10359.12004263941,84.91608777305612,,,,,,,,,
social,income and work,national aggregate,World,societalPoverty,2001,5521077455.0,10502.66052782632,84.58145785980076,,,,,,,,,
social,income and work,national aggregate,World,societalPoverty,2002,5591521513.0,10680.728573237173,84.21768724659651,,,,,,,,,
social,income and work,national aggregate,World,societalPoverty,2003,5661619898.0,10951.0016508136,83.88299294599337,,,,,,,,,
social,income and work,national aggregate,World,societalPoverty,2004,5732740103.0,11366.148395250268,83.299255881497,,,,,,,,,
social,income and work,national aggregate,World,societalPoverty,2005,5803890812.0,11740.827305809282,82.84213662578868,,,,,,,,,
social,income and work,national aggregate,World,societalPoverty,2006,5875087997.0,12213.587722575336,82.20622644969305,,,,,,,,,
social,income and work,national aggregate,World,societalPoverty,2007,5947858944.0,12711.150204462718,81.46675259103881,,,,,,,,,
social,income and work,national aggregate,World,societalPoverty,2008,6020959783.0,12910.891896549618,80.82300411158884,,,,,,,,,
social,income and work,national aggregate,World,societalPoverty,2009,6094252162.0,12729.031149314947,80.42028349275428,,,,,,,,,
social,income and work,national aggregate,World,societalPoverty,2010,6168831144.0,13210.056161205524,79.81551373318119,,,,,,,,,
social,income and work,national aggregate,World,societalPoverty,2011,6243969616.0,13611.253893509856,79.31551655949569,,,,,,,,,
social,income and work,national aggregate,World,societalPoverty,2012,6319311431.0,13881.92457962637,78.58608068943933,,,,,,,,,
social,income and work,national aggregate,World,societalPoverty,2013,6393434346.0,14149.30035956638,77.71354292387896,,,,,,,,,
social,income and work,national aggregate,World,societalPoverty,2014,6466912470.0,14522.132993402276,77.0336670989559,,,,,,,,,
social,income and work,national aggregate,World,societalPoverty,2015,6540559806.0,14843.95003511611,76.40765660580801,,,,,,,,,
social,income and work,national aggregate,World,societalPoverty,2016,6614462263.0,15170.96591587571,75.64092754967889,,,,,,,,,
social,income and work,national aggregate,World,societalPoverty,2017,6688718365.0,15640.688099790752,74.70757922752239,,,,,,,,,
social,income and work,national aggregate,World,societalPoverty,2018,6761079030.0,16072.741628426164,73.95985409084031,,,,,,,,,
social,income and work,national aggregate,World,societalPoverty,2019,6830768190.0,16421.106015567988,73.43638883965225,,,,,,,,,
social,income and work,national aggregate,World,societalPoverty,2020,6895905900.0,15783.783953880406,74.02589505355965,,,,,,,,,
social,income and work,national aggregate,World,societalPoverty,2021,6953749907.0,16650.605114805283,72.4897518149641,,,,,,,,,
social,income and work,national aggregate,World,societalPoverty,2022,7008038580.0,17072.054188732785,72.51347965678372,,,,,,,,,
social,income and work,national aggregate,Bottom-40,societalPoverty,2000,2152166810.0,2684.540987586587,98.51536152089692,,,,,,,,,
social,income and work,national aggregate,Bottom-40,societalPoverty,2001,2197684548.0,2761.9152772266693,98.47128408666084,,,,,,,,,
social,income and work,national aggregate,Bottom-40,societalPoverty,2002,2242921415.0,2831.736967552635,98.43504213064092,,,,,,,,,
social,income and work,national aggregate,Bottom-40,societalPoverty,2003,2287917137.0,2952.6488941954885,98.36472762711632,,,,,,,,,
social,income and work,national aggregate,Bottom-40,societalPoverty,2004,2333234325.0,3107.9157096264053,98.2519004831108,,,,,,,,,
social,income and work,national aggregate,Bottom-40,societalPoverty,2005,2378349208.0,3261.5690466070905,98.14046367490889,,,,,,,,,
social,income and work,national aggregate,Bottom-40,societalPoverty,2006,2423218342.0,3443.390378950363,98.04346178248986,,,,,,,,,
social,income and work,national aggregate,Bottom-40,societalPoverty,2007,2468657268.0,3617.817546211251,97.9658529120645,,,,,,,,,
social,income and work,national aggregate,Bottom-40,societalPoverty,2008,2513881847.0,3697.124816600056,97.86366437189878,,,,,,,,,
social,income and work,national aggregate,Bottom-40,societalPoverty,2009,2559308024.0,3846.848685004674,97.5989962650182,,,,,,,,,
social,income and work,national aggregate,Bottom-40,societalPoverty,2010,2606087045.0,4031.517974801952,97.24454745469242,,,,,,,,,
social,income and work,national aggregate,Bottom-40,societalPoverty,2011,2653273258.0,4205.484918151589,97.04736522434348,,,,,,,,,
social,income and work,national aggregate,Bottom-40,societalPoverty,2012,2699712562.0,4307.931155000349,96.95647280364028,,,,,,,,,
social,income and work,national aggregate,Bottom-40,societalPoverty,2013,2744890513.0,4464.264962206906,96.81906608610232,,,,,,,,,
social,income and work,national aggregate,Bottom-40,societalPoverty,2014,2789473928.0,4677.0135558679485,96.67838325282528,,,,,,,,,
social,income and work,national aggregate,Bottom-40,societalPoverty,2015,2834464429.0,4896.494946821535,96.47233639609162,,,,,,,,,
social,income and work,national aggregate,Bottom-40,societalPoverty,2016,2881056442.0,5093.263739995784,96.3136404672038,,,,,,,,,
social,income and work,national aggregate,Bottom-40,societalPoverty,2017,2928694123.0,5321.033159748209,95.84096762013796,,,,,,,,,
social,income and work,national aggregate,Bottom-40,societalPoverty,2018,2976363554.0,5542.574462796242,95.72764016127392,,,,,,,,,
social,income and work,national aggregate,Bottom-40,societalPoverty,2019,3024138146.0,5689.957997791354,95.891632323052,,,,,,,,,
social,income and work,national aggregate,Bottom-40,societalPoverty,2020,3072027706.0,5380.666398289855,96.0096829364263,,,,,,,,,
social,income and work,national aggregate,Bottom-40,societalPoverty,2021,3118108328.0,5644.883166811784,96.02217688577625,,,,,,,,,
social,income and work,national aggregate,Bottom-40,societalPoverty,2022,3162808333.0,5919.2433894163305,96.03022262605111,,,,,,,,,
social,income and work,national aggregate,Middle-40,societalPoverty,2000,2592751898.0,7312.098806896094,91.57565603336788,,,,,,,,,
social,income and work,national aggregate,Middle-40,societalPoverty,2001,2614066024.0,7539.277300655871,90.81484636132632,,,,,,,,,
social,income and work,national aggregate,Middle-40,societalPoverty,2002,2634185782.0,7873.374107295923,90.0148511975068,,,,,,,,,
social,income and work,national aggregate,Middle-40,societalPoverty,2003,2653891228.0,8260.572976113444,89.36825706717516,,,,,,,,,
social,income and work,national aggregate,Middle-40,societalPoverty,2004,2673999319.0,8781.082574536475,88.27939714439852,,,,,,,,,
social,income and work,national aggregate,Middle-40,societalPoverty,2005,2694227760.0,9274.027828050896,87.28915002429545,,,,,,,,,
social,income and work,national aggregate,Middle-40,societalPoverty,2006,2714683626.0,9945.011231973916,85.93916981476889,,,,,,,,,
social,income and work,national aggregate,Middle-40,societalPoverty,2007,2735651324.0,10735.517458556287,84.5916584654741,,,,,,,,,
social,income and work,national aggregate,Middle-40,societalPoverty,2008,2757068724.0,11265.934437271057,83.02844302745136,,,,,,,,,
social,income and work,national aggregate,Middle-40,societalPoverty,2009,2779041246.0,11312.40308761485,82.28290482792845,,,,,,,,,
social,income and work,national aggregate,Middle-40,societalPoverty,2010,2801427738.0,11995.534448933788,81.00047968045935,,,,,,,,,
social,income and work,national aggregate,Middle-40,societalPoverty,2011,2824032009.0,12613.532583009252,79.82261246856261,,,,,,,,,
social,income and work,national aggregate,Middle-40,societalPoverty,2012,2847635551.0,13162.446563680129,78.0464153360061,,,,,,,,,
social,income and work,national aggregate,Middle-40,societalPoverty,2013,2871568122.0,13638.526879014518,76.0191012251034,,,,,,,,,
social,income and work,national aggregate,Middle-40,societalPoverty,2014,2895617962.0,14170.7463662643,74.48792629902366,,,,,,,,,
social,income and work,national aggregate,Middle-40,societalPoverty,2015,2919510161.0,14568.085637966657,73.34837289520966,,,,,,,,,
social,income and work,national aggregate,Middle-40,societalPoverty,2016,2941917647.0,15038.11237646045,71.84840526150153,,,,,,,,,
social,income and work,national aggregate,Middle-40,societalPoverty,2017,2963567593.0,15684.22987542288,70.04689042384864,,,,,,,,,
social,income and work,national aggregate,Middle-40,societalPoverty,2018,2983538738.0,16279.2163478289,68.52134237903353,,,,,,,,,
social,income and work,national aggregate,Middle-40,societalPoverty,2019,3000857871.0,16818.50916069114,67.13675338782285,,,,,,,,,
social,income and work,national aggregate,Middle-40,societalPoverty,2020,3014663946.0,16599.550420822263,68.51972542921622,,,,,,,,,
social,income and work,national aggregate,Middle-40,societalPoverty,2021,3024106694.0,17653.81745979935,64.87719673513882,,,,,,,,,
social,income and work,national aggregate,Middle-40,societalPoverty,2022,3031191417.0,18145.24577802818,64.08770849837336,,,,,,,,,
social,income and work,national aggregate,Top-20,societalPoverty,2000,704431661.0,45021.31052477,18.85643085625683,,,,,,,,,
social,income and work,national aggregate,Top-20,societalPoverty,2001,709326883.0,45406.449219400536,18.57529526888469,,,,,,,,,
social,income and work,national aggregate,Top-20,societalPoverty,2002,714414316.0,45674.09869176336,18.206668803498893,,,,,,,,,
social,income and work,national aggregate,Top-20,societalPoverty,2003,719811533.0,46293.1325179835,17.629118009960784,,,,,,,,,
social,income and work,national aggregate,Top-20,societalPoverty,2004,725506459.0,47452.46559520974,16.85612862667304,,,,,,,,,
social,income and work,national aggregate,Top-20,societalPoverty,2005,731313844.0,48404.64410144912,16.706330001637298,,,,,,,,,
social,income and work,national aggregate,Top-20,societalPoverty,2006,737186029.0,49396.2925502545,16.400802219440436,,,,,,,,,
social,income and work,national aggregate,Top-20,societalPoverty,2007,743550352.0,50170.56908482782,15.19111075564168,,,,,,,,,
social,income and work,national aggregate,Top-20,societalPoverty,2008,750009212.0,49840.54839263387,15.59880104286106,,,,,,,,,
social,income and work,national aggregate,Top-20,societalPoverty,2009,755902892.0,48010.16176476307,15.409394559450828,,,,,,,,,
social,income and work,national aggregate,Top-20,societalPoverty,2010,761316361.0,49098.50631469622,15.793278091526552,,,,,,,,,
social,income and work,national aggregate,Top-20,societalPoverty,2011,766664349.0,49837.892377986034,16.081201543523147,,,,,,,,,
social,income and work,national aggregate,Top-20,societalPoverty,2012,771963318.0,50018.15131849807,16.33181679772595,,,,,,,,,
social,income and work,national aggregate,Top-20,societalPoverty,2013,776975711.0,50252.20837517733,16.480142917251023,,,,,,,,,
social,income and work,national aggregate,Top-20,societalPoverty,2014,781820580.0,50950.16539208302,16.371499895198045,,,,,,,,,
social,income and work,national aggregate,Top-20,societalPoverty,2015,786585216.0,51713.56813556868,15.459382609312748,,,,,,,,,
social,income and work,national aggregate,Top-20,societalPoverty,2016,791488174.0,52348.11386710768,14.487816147130127,,,,,,,,,
social,income and work,national aggregate,Top-20,societalPoverty,2017,796456649.0,53425.63699421007,14.338990246222828,,,,,,,,,
social,income and work,national aggregate,Top-20,societalPoverty,2018,801176738.0,54423.306476644,13.34546972504606,,,,,,,,,
social,income and work,national aggregate,Top-20,societalPoverty,2019,805772173.0,55216.09641408557,12.62087620738099,,,,,,,,,
social,income and work,national aggregate,Top-20,societalPoverty,2020,809214248.0,52238.163836850224,11.081434377275391,,,,,,,,,
social,income and work,national aggregate,Top-20,societalPoverty,2021,811534885.0,55198.8088604655,10.440081804793207,,,,,,,,,
social,income and work,national aggregate,Top-20,societalPoverty,2022,814038830.0,56408.20452714068,12.517784597325084,,,,,,,,,
social,income and work,national aggregate,World,youthNEET,2000,4258300203.0,13804.05181070608,,,,,,,,,,
social,income and work,national aggregate,World,youthNEET,2001,4317755235.0,13890.286066008974,,,,,,,,,,
social,income and work,national aggregate,World,youthNEET,2002,4377298652.0,13974.87151770608,,,,,,,,,,
social,income and work,national aggregate,World,youthNEET,2003,4436767372.0,14213.698316937627,,,,,,,,,,
social,income and work,national aggregate,World,youthNEET,2004,4496313473.0,14649.206695713325,,,,,,,,,,
social,income and work,national aggregate,World,youthNEET,2005,4555555738.0,15018.309136424428,24.969113864509147,,,,,,,,,
social,income and work,national aggregate,World,youthNEET,2006,4614780114.0,15476.362897482102,24.11990689724444,,,,,,,,,
social,income and work,national aggregate,World,youthNEET,2007,4674230084.0,15914.08486784246,23.54177375833243,,,,,,,,,
social,income and work,national aggregate,World,youthNEET,2008,4733737187.0,15967.665858859737,22.987336040683992,,,,,,,,,
social,income and work,national aggregate,World,youthNEET,2009,4793753743.0,15465.178148533094,22.8826141899112,,,,,,,,,
social,income and work,national aggregate,World,youthNEET,2010,4854438773.0,15919.082468029896,22.47018086053236,,,,,,,,,
social,income and work,national aggregate,World,youthNEET,2011,4915993170.0,16214.133201281373,21.951710603307244,,,,,,,,,
social,income and work,national aggregate,World,youthNEET,2012,4977653135.0,16372.12278460749,21.829306598606145,,,,,,,,,
social,income and work,national aggregate,World,youthNEET,2013,5039163494.0,16566.04966207905,21.675702195784293,,,,,,,,,
social,income and work,national aggregate,World,youthNEET,2014,5101185152.0,16796.07898171256,21.743664461572465,,,,,,,,,
social,income and work,national aggregate,World,youthNEET,2015,5162778897.0,17026.16135407534,21.91475671486847,,,,,,,,,
social,income and work,national aggregate,World,youthNEET,2016,5223275190.0,17215.8902947744,22.38335097500208,,,,,,,,,
social,income and work,national aggregate,World,youthNEET,2017,5282843972.0,17583.324472511642,22.368349724869077,,,,,,,,,
social,income and work,national aggregate,World,youthNEET,2018,5341100432.0,17894.285868872554,22.41271336681259,,,,,,,,,
social,income and work,national aggregate,World,youthNEET,2019,5397941221.0,18087.125394881383,22.55358508308848,,,,,,,,,
social,income and work,national aggregate,World,youthNEET,2020,5451974461.0,17132.578923078847,23.15060642992937,,,,,,,,,
social,income and work,national aggregate,World,youthNEET,2021,5500634293.0,17944.237292674556,21.6898989388511,,,,,,,,,
social,income and work,national aggregate,World,youthNEET,2022,5546732777.0,18375.9105148735,20.3070253101288,,,,,,,,,
social,income and work,national aggregate,Bottom-40,youthNEET,2000,1964208929.0,2685.043898866645,,,,,,,,,,
social,income and work,national aggregate,Bottom-40,youthNEET,2001,2004223017.0,2760.762021866834,,,,,,,,,,
social,income and work,national aggregate,Bottom-40,youthNEET,2002,2044936485.0,2838.86732138466,,,,,,,,,,
social,income and work,national aggregate,Bottom-40,youthNEET,2003,2085514362.0,2968.997118766286,,,,,,,,,,
social,income and work,national aggregate,Bottom-40,youthNEET,2004,2125536982.0,3131.20348877371,,,,,,,,,,
social,income and work,national aggregate,Bottom-40,youthNEET,2005,2165189197.0,3295.1341858839087,31.223480262080766,,,,,,,,,
social,income and work,national aggregate,Bottom-40,youthNEET,2006,2204325730.0,3487.1386077145817,30.152795889689177,,,,,,,,,
