"Social.Category","Source","gender.main","gender_norm.main","gender.ext","gender_norm.ext","gender.red","gender_norm.red","age.main","age_norm.main","age.ext","age_norm.ext","age.red","age_norm.red"
"baseball player","GPT2",-0.18875332,0.562452557343692,-0.0032322991,0.485889268038372,-0.09296128,0.609300678863443,-0.050586082,0.462131255373242,0.016374432,0.460840254727495,-0.04592178,0.504586165368926
"basket maker","GPT2",-0.21544617,0.493343767050997,-0.0044882214,0.475298914770731,-0.1222159,0.518480258431179,-0.07788027,0.316700043931709,-0.00609384,0.310899655991661,-0.06197133,0.361070907082907
"basketball coach","GPT2",-0.2219348,0.476544460496736,-0.022004198,0.32759839219722,-0.106073916,0.568592745740564,-0.06214473,0.400543485066016,0.01823591,0.473262710973955,-0.06469015,0.336759187780298
"basketball player","GPT2",-0.18613969,0.569219343489522,-0.016350834,0.375269431966608,-0.07477465,0.665760731424236,-0.051082987,0.459483603934725,0.023263471,0.506813822804938,-0.06032127,0.375825762333517
"basketeer","GPT2",-0.24777853,0.409634073747061,-0.015679576,0.380929701995837,-0.14718658,0.440959249575842,-0.08587179,0.27411894810064,-0.006171252,0.310383051883017,-0.071237214,0.278215267173484
"basketmaker","GPT2",-0.2539783,0.393582636572202,-0.014701775,0.389174844243452,-0.15312044,0.422537692229132,-0.08761433,0.264834198424799,-0.0070263296,0.304676745349537,-0.07001296,0.289162560338569
"basketweaver","GPT2",-0.26633853,0.361581537287581,-0.016525235,0.373798824907374,-0.16329223,0.390959560489643,-0.089035526,0.257261661151448,-0.008361881,0.29576402715926,-0.06883736,0.299674788883359
"bassist","GPT2",-0.21839213,0.485716566064565,-0.0013458253,0.501796640629932,-0.13124909,0.490436889088336,-0.088344954,0.260941225553496,-0.014765676,0.253028704368014,-0.06744327,0.312140757488333
"bassoonist","GPT2",-0.215442,0.493354563337475,0.0010198522,0.52174481771247,-0.12697221,0.503714383027356,-0.08304601,0.289175509177571,-0.010785441,0.279590552070824,-0.06500718,0.333924301921541
"bastard","GPT2",-0.28550687,0.311953985740291,-0.028618207,0.271826875260738,-0.17730525,0.347456402085065,-0.103745446,0.178883015638783,-0.018747345,0.226457286956478,-0.08558201,0.149943938506933
"bat boy","GPT2",-0.25539678,0.389910138624085,-0.017505119,0.365536118113085,-0.16104887,0.397924029636086,-0.09312161,0.235489841225101,-0.014470907,0.254995826732776,-0.072015874,0.271252480614547
"batman","GPT2",-0.26316798,0.369790210211698,-0.020404955,0.34108373944426,-0.16130485,0.397129344515505,-0.092120364,0.240824765229104,-0.010451135,0.281821522116094,-0.07483539,0.246040336536889
"baton twirler","GPT2",-0.24903128,0.406390656987923,-0.010679416,0.423092709050275,-0.14613283,0.444230596735043,-0.08785955,0.263527596386677,-0.016117021,0.244010588582399,-0.065930784,0.325665424469276
"batsman","GPT2",-0.16464709,0.624864491394103,0.0041142097,0.54783746616801,-0.081222706,0.6457428622162,-0.05314458,0.448498848957241,0.0029399176,0.37118586862868,-0.040345248,0.554451577814773
"batter","GPT2",-0.28827307,0.304792190139309,-0.0210073,0.336004566680947,-0.18113865,0.335555683508477,-0.10508347,0.171753642482203,-0.019377328,0.222253135065608,-0.08366216,0.167111259000056
"batting coach","GPT2",-0.16501276,0.623917758042425,0.00036003115,0.516180987837863,-0.074429944,0.666830864751742,-0.05164545,0.456486640790739,0.0090657845,0.412066455741122,-0.048865158,0.478266445881253
"battler","GPT2",-0.30523065,0.260888379190249,-0.028713413,0.271024066700687,-0.19476782,0.293244180247016,-0.11195232,0.135154452328234,-0.023706932,0.193359795335296,-0.08725008,0.135028037631883
"bawler","GPT2",-0.30540067,0.26044819103029,-0.021336727,0.333226728986769,-0.19840193,0.281962153746685,-0.10990457,0.146065447857004,-0.02330468,0.196044198734128,-0.07977175,0.201899349381937
"beatnik","GPT2",-0.24804418,0.40894629592861,-0.009455934,0.433409514951882,-0.1552493,0.415928686190379,-0.09544473,0.223111595866636,-0.015372336,0.248980197049379,-0.07243828,0.267475321367617
"beautician","GPT2",-0.30735144,0.255397574298121,-0.019715177,0.346900176254281,-0.18395756,0.326804430155649,-0.09256828,0.238438141142539,-0.004663093,0.320447656025642,-0.072746545,0.264718812238355
"beauty consultant","GPT2",-0.25031534,0.403066177463884,-0.008009009,0.445610466317886,-0.13337311,0.483842908739026,-0.06785866,0.370098037779139,0.008170345,0.406090796608914,-0.056591287,0.409179312660315
"bedfellow","GPT2",-0.2607245,0.37611647162269,-0.015237045,0.384661270120618,-0.1600883,0.400906101228697,-0.09088426,0.247411079582465,-0.009145428,0.29053507558178,-0.07212438,0.270282218730844
"bedwetter","GPT2",-0.2474612,0.410455653024792,-0.012772779,0.405440778124764,-0.14716668,0.44102102875351,-0.08895675,0.257681402127531,-0.011319876,0.276024033742873,-0.07247968,0.267105122097666
"beefeater","GPT2",-0.26615226,0.362063797307318,-0.015358841,0.383634245863954,-0.16869283,0.37419349883557,-0.096865065,0.215543646246636,-0.017036423,0.237875017214965,-0.069848426,0.290633825234272
"beekeeper","GPT2",-0.20325127,0.524916820761649,0.0069337585,0.571612836545104,-0.11843644,0.530213521286992,-0.08023512,0.304152732091434,-0.010775492,0.279656946096,-0.06023941,0.376557755382749
"beer drinker","GPT2",-0.17945309,0.586531201802558,0.0038990015,0.546022759267676,-0.0843351,0.636080493276496,-0.04778513,0.477055525791164,0.014862366,0.450749577466328,-0.042125538,0.538532204425861
"beer maker","GPT2",-0.18093537,0.582693523260362,0.008374764,0.583763872724343,-0.09532423,0.601964944799544,-0.061441388,0.404291091667015,0.0018248153,0.363744303629213,-0.046185788,0.502225402836047
"beggar","GPT2",-0.26142153,0.374311834796809,-0.018413668,0.35787493169179,-0.16067922,0.399071601144887,-0.095111735,0.224885888117205,-0.015896458,0.245482501877688,-0.07265587,0.26552962911765
"beginner","GPT2",-0.28392032,0.316061623225193,-0.006412072,0.459076368608312,-0.19007063,0.307826518716981,-0.09158567,0.24367376722801,-0.011103226,0.277469833878999,-0.053390607,0.437799829552745
"behaviorist","GPT2",-0.25049555,0.402599607011548,-0.006621657,0.457309078394898,-0.15805823,0.407208415560824,-0.09099231,0.246835358392435,-0.009356916,0.289123723727688,-0.07043416,0.285396185157329
"believer","GPT2",-0.26961222,0.353105831033161,-0.009614175,0.43207517437092,-0.18320619,0.329137044262418,-0.095991395,0.220198808968463,-0.021238696,0.209831412897222,-0.05960635,0.382218585088912
"bell captain","GPT2",-0.22549099,0.467337351141572,0.0012537047,0.523716739532411,-0.14659186,0.442805546688553,-0.0921308,0.240769159247252,-0.02052264,0.214609967534997,-0.063117795,0.350819204038842
"bell ringer","GPT2",-0.24330153,0.421225194745396,-0.012259169,0.409771707945656,-0.14347437,0.452483736064911,-0.08655869,0.270458949160968,-0.00825938,0.296448061129965,-0.07165059,0.274518854289058
"bellhop","GPT2",-0.24795869,0.409167632746601,-0.010382613,0.425595450359109,-0.15503569,0.416591834438708,-0.09100452,0.246770300033062,-0.010847315,0.279177639827008,-0.07079706,0.28215112923788
"belly dancer","GPT2",-0.23763147,0.435905192853017,9.591412e-05,0.513953865465961,-0.135777,0.47638007721112,-0.08206232,0.294416889810801,-0.009728886,0.286641405349498,-0.06155996,0.364749382292562
"belt maker","GPT2",-0.14517346,0.675282450207326,0.016911972,0.65575244131599,-0.070408076,0.67931667870807,-0.059608348,0.414058051131821,-0.0034449394,0.32857692738822,-0.045588102,0.507569917832662
"bench warmer","GPT2",-0.18100525,0.582512601318132,-0.008226498,0.443776526955693,-0.0832588,0.639421846488783,-0.047342133,0.479415940044006,0.020268105,0.486824436372685,-0.05029336,0.465495447385058
"benefactor","GPT2",-0.31043163,0.247422846804742,-0.02648365,0.289826167653202,-0.18985096,0.308508480121927,-0.09064484,0.248686777567814,-0.0055898605,0.314262931457642,-0.066500515,0.32057088339999
"benefactress","GPT2",-0.30386662,0.264419904045143,-0.016182307,0.376690507510163,-0.18855755,0.312523847267058,-0.09756078,0.211836678475034,-0.013506932,0.261428853209684,-0.07114158,0.279070427487071
"bereaved person","GPT2",-0.20633537,0.516931970131548,-0.0021625357,0.494909867735338,-0.10977436,0.557104786578351,-0.063023046,0.395863567132261,0.0036923578,0.376207230934643,-0.051271744,0.456746726550959
"best friend","GPT2",-0.18522577,0.571585516664147,0.007587326,0.577123934412583,-0.09610746,0.599533421918879,-0.065262,0.383933782205819,0.002558188,0.368638420174291,-0.05340538,0.43766772921905
"bestower","GPT2",-0.21828571,0.48599209143795,-0.008001879,0.445670588842025,-0.12703289,0.503526003102687,-0.080974974,0.300210579149941,-0.0016183974,0.340766240438024,-0.07253989,0.266566723594194
"betrothed","GPT2",-0.2196624,0.482427789367993,-0.017872691,0.36243662913093,-0.113047354,0.546943837943494,-0.069136105,0.363291446797208,0.004969334,0.384729051215233,-0.06803971,0.306807384237861
"better half","GPT2",-0.21922609,0.483557412330419,0.012308514,0.616934557062524,-0.13757984,0.47078319416249,-0.07081528,0.354344323897918,-0.0035326416,0.32799165227768,-0.038011473,0.575320220356555
"bibliographer","GPT2",-0.2693577,0.353764792863962,-0.01910007,0.35208696243317,-0.15794693,0.407553944328386,-0.09165089,0.243326256482858,-0.011554939,0.27445535561041,-0.07211834,0.270336228479407
"bibliophile","GPT2",-0.28371707,0.3165878451021,-0.021142526,0.334864296211213,-0.17038377,0.368944007243276,-0.09306016,0.23581726433595,-0.01007427,0.284336506968627,-0.07306097,0.261907220319168
"bicyclist","GPT2",-0.27102825,0.34943967622698,-0.018119114,0.360358708686909,-0.16014203,0.400739297448992,-0.08327287,0.287966734451332,-0.006120163,0.310723991108286,-0.061693706,0.363553424042348
"bidder","GPT2",-0.2604328,0.376871693868661,-0.010439493,0.42511581933905,-0.16483237,0.386178224675862,-0.09738474,0.212774669759558,-0.014715878,0.253361028186055,-0.07456428,0.248464605234387
"big brother","GPT2",-0.23262995,0.448854315813837,-0.012120666,0.410939611165965,-0.13700464,0.472568891800423,-0.087530434,0.265281220219882,-0.004669809,0.320402837222438,-0.07581314,0.237297284937988
"big businessman","GPT2",-0.19838005,0.537528592132994,-0.009630864,0.431934447189243,-0.10014011,0.587014135445284,-0.05896756,0.417472352195373,0.01302797,0.438507851241961,-0.055025913,0.423176904737614
"big leaguer","GPT2",-0.21756862,0.487848664356577,-0.017038295,0.369472532868849,-0.110978946,0.553365171879312,-0.061663255,0.403108921067586,0.008320814,0.407094942007865,-0.05479318,0.425258005865477
"big shot","GPT2",-0.225878,0.466335367729116,-0.012527229,0.407511337143319,-0.13000073,0.494312399351358,-0.08259814,0.291561888163028,-0.0005664481,0.347786357867693,-0.07611252,0.234620225579584
"big sister","GPT2",-0.23911642,0.43206060158063,-0.009283941,0.43485981695668,-0.13578159,0.476365827641999,-0.091220625,0.245618831011578,-0.007284277,0.302955349614326,-0.08029533,0.197217491078533
"big spender","GPT2",-0.22647217,0.464797039303032,-0.013614917,0.398339591275782,-0.11465053,0.541966808047125,-0.065939814,0.380322196063303,0.0060641,0.392034903196891,-0.059638977,0.381926834084547
"bigamist","GPT2",-0.2643799,0.366652503854695,-0.025444504,0.298588591281364,-0.15306632,0.42270570675654,-0.084952,0.279019851324865,0.0019093519,0.364308453307439,-0.0796493,0.202994298671924
"bigot","GPT2",-0.30066526,0.272708345215397,-0.03408706,0.22571169342282,-0.19116533,0.30442804304896,-0.108376876,0.154205436822126,-0.011169009,0.277030835169769,-0.09296158,0.0839557397979497
"bigwig","GPT2",-0.23290133,0.448151702810368,-0.013668594,0.397886969013762,-0.13538805,0.477587565208815,-0.08451336,0.281357050240132,-3.199093e-06,0.351545164657416,-0.07617457,0.234065373775225
"bilingual","GPT2",-0.23980133,0.430287343889549,-0.015836146,0.379609451840939,-0.13648337,0.474187164762394,-0.08136563,0.29812905266024,-0.0039557125,0.32516831526032,-0.06992646,0.289936044320471
"bill poster","GPT2",-0.22127311,0.478257600736492,-0.0052550687,0.468832604068759,-0.12819064,0.49993178988934,-0.073347226,0.340853394104199,-0.0034223371,0.328727762414376,-0.054446124,0.428361384557073
"billiard player","GPT2",-0.19968519,0.534149535697933,0.00036741514,0.516243252089899,-0.111342706,0.552235885765308,-0.06857389,0.366287088526524,-0.0025257748,0.334710914481699,-0.051473968,0.454938437247419
"billionaire","GPT2",-0.13872446,0.691979153204481,0.0058778627,0.562709173049506,-0.0557649,0.724776144624347,-0.04332996,0.500793941100605,0.018413961,0.474450923113523,-0.046292324,0.501272756714706
"bimbo","GPT2",-0.27922893,0.32820780797846,-0.022466013,0.323704214990321,-0.16993053,0.370351082343097,-0.09816524,0.208615943347543,-0.012802549,0.266129508816815,-0.0806733,0.193837679048017
"binger","GPT2",-0.27773193,0.332083597153021,-0.02102402,0.335863578096992,-0.17444947,0.356322117663051,-0.1029205,0.183278563004172,-0.017890759,0.232173659702399,-0.08090041,0.191806858849984
"biochemist","GPT2",-0.22600546,0.466005369006211,-0.0024203656,0.492735760528259,-0.13242105,0.48679856119586,-0.08611708,0.27281197308257,-0.014774669,0.252968690148654,-0.06529098,0.331386559099993
"biographer","GPT2",-0.22214146,0.47600941000187,-0.0032980132,0.485335144957935,-0.1300569,0.494138020637306,-0.08534548,0.276923277758433,-0.013983204,0.258250482000669,-0.06394326,0.343437886638599
"biologist","GPT2",-0.21036951,0.506487430291427,-0.0031839374,0.486297069928364,-0.117264174,0.533852799150743,-0.07595866,0.326938929595506,-0.0056984155,0.313538496499058,-0.06153249,0.364995019344387
"bionic person","GPT2",-0.243963,0.419512624093895,-0.015254636,0.38451293697586,-0.13671221,0.47347673526402,-0.07812923,0.315373514107833,-0.0002507083,0.34989342754607,-0.06877433,0.300238403858843
"biophysicist","GPT2",-0.21411783,0.496782889156632,-0.009868061,0.429934323436345,-0.1138707,0.544387775691404,-0.07049821,0.356033763210483,-0.001108388,0.344169756062052,-0.060061015,0.378152965497795
"bird watcher","GPT2",-0.21148075,0.503610388232416,0.0010663271,0.522136709479244,-0.11441292,0.542704463846411,-0.067719415,0.370839974818525,-0.0018397868,0.33928881221436,-0.05039995,0.464542318395104
"birder","GPT2",-0.277717,0.332122251483265,-0.029892588,0.261080872114231,-0.16432756,0.387745397875801,-0.09570785,0.221709617527713,-0.011381526,0.275612616348956,-0.081882626,0.183023872228387
"birthing coach","GPT2",-0.23111677,0.452771995615548,-0.010733599,0.422635820028477,-0.12700264,0.503619913661705,-0.07954678,0.307820403761449,-0.006093098,0.31090460768195,-0.066433385,0.321171160622015
"bisexual person","GPT2",-0.2227062,0.474547276950139,-0.0010573813,0.504228896079119,-0.12518194,0.509272242746172,-0.06825827,0.367968801825897,-0.00062687905,0.347383075727207,-0.052166067,0.448749680133076
"bishop","GPT2",-0.11774879,0.746285949941389,0.020425407,0.685378890207687,-0.04967835,0.743671725219207,-0.058022946,0.422505524765469,-0.013181413,0.263601183763626,-0.035720512,0.595806019624335
"bitch","GPT2",-0.27420953,0.341203222930223,-0.015127222,0.38558733407132,-0.16651992,0.380939257275142,-0.099473014,0.201647750811032,-0.016866622,0.239008173498899,-0.079312146,0.206009133567119
"blabbermouth","GPT2",-0.29135257,0.296819249081822,-0.017181842,0.368262096968069,-0.18535183,0.322475945027621,-0.10285155,0.183645948252229,-0.016801782,0.239440879156995,-0.07984815,0.201216179714684
"blackfriar","GPT2",-0.2644731,0.366411205557388,-0.034970794,0.21825975530959,-0.1382737,0.4686291187747,-0.07716974,0.320485950245008,0.0063964664,0.394252929443665,-0.07596174,0.235968502051159
"blackmailer","GPT2",-0.22825822,0.46017288883194,-0.010457449,0.424964408393266,-0.126093,0.506443874022223,-0.07351239,0.33997335324691,0.0053381035,0.387190011258155,-0.06802348,0.306952513082096
"blacksmith","GPT2",-0.2618035,0.373322900133478,-0.017321607,0.367083552145311,-0.1551142,0.41634810161264,-0.077714995,0.317580676228629,0.00013184082,0.352446345015588,-0.060957693,0.370134860643179
"bladesmith","GPT2",-0.25027847,0.403161635277422,-0.017668538,0.364158114919221,-0.14457907,0.449054215583991,-0.08047406,0.302879591682867,-0.0026829867,0.333661770764087,-0.06731103,0.313323249069452
"blasphemer","GPT2",-0.2957938,0.285320737955748,-0.03067404,0.254491409739286,-0.17847538,0.343823755393349,-0.097091146,0.214339022254381,-0.01215957,0.270420388695542,-0.08183264,0.183470847607801
"blind person","GPT2",-0.16402572,0.626473241640861,0.0011256645,0.522637062110919,-0.068571836,0.685017251431781,-0.04078366,0.514361353096653,0.02027002,0.486837216004629,-0.04312422,0.52960197864535
"blogger","GPT2",-0.25266862,0.396973447237625,-0.0058860686,0.463511803687361,-0.15379386,0.420447072438908,-0.082232736,0.293508864800897,-0.0053618015,0.315784868837032,-0.05596842,0.414748996444773
"bloke","GPT2",-0.2822866,0.320291385610138,-0.020061145,0.3439828593635,-0.17377481,0.358416587010075,-0.09203384,0.241285789757065,-0.010605367,0.280792264573537,-0.07175042,0.27362617329584
"blood brother","GPT2",-0.24313688,0.421651479773847,-0.007535712,0.449601463555944,-0.14578944,0.445296644565171,-0.081263885,0.298671179013591,-0.004575597,0.321031555073463,-0.06257287,0.355691929574543
"blood donor","GPT2",-0.19865943,0.536805266829327,-0.0026405985,0.490878683691454,-0.10072368,0.585202453298954,-0.058859143,0.418050028865984,0.01016557,0.419405805040035,-0.053173006,0.439745620164837
"blood relative","GPT2",-0.23094633,0.453213271171267,0.0039014602,0.546043491841323,-0.13934241,0.465311328575403,-0.080262765,0.304005431653689,-0.0069406354,0.305248620198488,-0.059373464,0.384301054344511
"blowhard","GPT2",-0.23565131,0.441031901398039,-0.015704935,0.380715866499394,-0.13527352,0.477943121450943,-0.07719258,0.3203642522165,0.00218084,0.366120212051665,-0.06972018,0.291780602422053
"blue baby","GPT2",-0.22078976,0.479509012024083,-0.018613605,0.356188996613424,-0.1095472,0.557810000548158,-0.07282115,0.343656476943312,0.008507298,0.408339431242047,-0.079456985,0.204713981584983
"board member","GPT2",-0.1834166,0.576269525682811,0.01284186,0.621431907379405,-0.1043935,0.573809565771763,-0.06881681,0.364992741543812,-0.0049952613,0.318230951786746,-0.049428366,0.473230233552013
"boatbuilder","GPT2",-0.20984083,0.507856202650015,-0.001645925,0.49926610045359,-0.12364428,0.514045879446354,-0.07777924,0.317238360561313,-0.006486711,0.308277856105762,-0.05947502,0.383392939439701
"boater","GPT2",-0.24793401,0.409231530192712,-0.012840487,0.404869841818398,-0.1544889,0.418289333763196,-0.096035786,0.219962281070761,-0.01737837,0.235593055437223,-0.07650425,0.231117371472872
"bodybuilder","GPT2",-0.24405614,0.41927148113884,-0.012815877,0.40507736149849,-0.13781442,0.470054944941512,-0.074268885,0.335942532315382,0.0061773052,0.392790370972428,-0.064196914,0.341169709691253
"bodyguard","GPT2",-0.2363998,0.439094032701134,-0.02096457,0.336364880209201,-0.1281308,0.500117562049725,-0.07038437,0.356640335170437,0.011541474,0.428587813766074,-0.06942299,0.294438078775597
"bohemian","GPT2",-0.2717868,0.347475761812576,-0.01499044,0.386740725248986,-0.17357117,0.359048783579944,-0.0980569,0.209193209740211,-0.017691724,0.233501907244951,-0.07247484,0.267148401432607
"bond servant","GPT2",-0.22357845,0.47228898896917,-0.0052155415,0.46916591052544,-0.12962402,0.495481888498065,-0.08007933,0.3049828256055,-0.00744882,0.301857282262383,-0.06340976,0.348208449694609
"bondholder","GPT2",-0.24501961,0.416777021154863,-0.013900919,0.395927927580303,-0.14552112,0.446129638984869,-0.08425252,0.282746880089345,-0.0057866178,0.312949884002651,-0.06878826,0.300113841640717
"book agent","GPT2",-0.16812292,0.615865437094428,0.012949209,0.622337109741787,-0.084250525,0.636343054781587,-0.054590385,0.440795187919286,0.0039673722,0.378042522219926,-0.03915231,0.565118842952376
"book seller","GPT2",-0.15814216,0.641705999260017,0.017610086,0.661639170042031,-0.076701015,0.659780367324275,-0.05509567,0.438102885452796,0.0019285348,0.364436469182959,-0.03993716,0.558100705343173
"bookbinder","GPT2",-0.24635519,0.413319154417548,-0.014609497,0.389952962936648,-0.13764328,0.47058624586946,-0.076020464,0.32660962027178,0.0012272154,0.359756258317563,-0.06342763,0.348048655951759
"bookdealer","GPT2",-0.24108958,0.426952016298281,-0.008326478,0.442933462444697,-0.13853128,0.467829466484056,-0.076117784,0.326091071579381,0.0015338245,0.3618023948443,-0.061919086,0.361538073523954
"booker","GPT2",-0.22087494,0.479288477807724,-0.0012966893,0.502210971674264,-0.13074332,0.492007042590314,-0.07744101,0.319040546383653,-0.004609746,0.320803663871762,-0.05873733,0.389989371793568
"bookie","GPT2",-0.22093351,0.479136837879899,-0.015493928,0.382495147488309,-0.12391675,0.513200001429303,-0.073799536,0.338443357533516,0.0050377892,0.385185882682939,-0.067558885,0.311106926845933
"booking agent","GPT2",-0.1734654,0.602033555899168,0.009871563,0.596385378195384,-0.08419777,0.636506831692034,-0.053271286,0.44782372328298,0.007200815,0.399620699189213,-0.042723194,0.533187957689586
"booking clerk","GPT2",-0.17017078,0.610563450708981,0.008440003,0.584313989604048,-0.07889645,0.652964680443649,-0.04908676,0.470120070237452,0.011579903,0.428844267278334,-0.042033177,0.539358097536294
"bookkeeper","GPT2",-0.18881868,0.562283337851074,0.011957899,0.613978055126907,-0.10361257,0.576233948345461,-0.0661067,0.379432979899311,-0.0014604179,0.341820506685913,-0.04743693,0.491037676869743
"booklover","GPT2",-0.258802,0.381093896264034,-0.009333704,0.43444019884045,-0.15308145,0.422658735954624,-0.08365305,0.285941027074881,-0.0060999445,0.310858917995211,-0.063749984,0.345166162824566
"bookmaker","GPT2",-0.20679756,0.515735342877981,-0.0001969277,0.511484526140321,-0.11649671,0.536235376779392,-0.075378485,0.330030267322721,-0.0029803622,0.331677254085663,-0.06044642,0.374706669612881
"bookman","GPT2",-0.23576726,0.440731702497043,-0.0049894657,0.471072256632412,-0.14497581,0.447822543677048,-0.08286629,0.290133108550752,-0.0071264068,0.304008886455546,-0.06092082,0.370464579427742
"bookseller","GPT2",-0.19308227,0.551244743350898,0.00789916,0.57975342209734,-0.10419535,0.57442471873935,-0.07026111,0.357297099574723,-0.0031060032,0.330838796781703,-0.054331534,0.429386049637838
"bookworm","GPT2",-0.22203553,0.476283666746867,0.002145407,0.53123586899334,-0.13199653,0.488116475593035,-0.07974223,0.306778990465833,-0.0062317736,0.309979164795463,-0.060755998,0.371938419622715
"boomer","GPT2",-0.29507372,0.287185052096574,-0.024099072,0.309933720018698,-0.19666271,0.287361529695653,-0.11807922,0.102508583201036,-0.028606,0.16066617345073,-0.090875804,0.102606772466578
"boot maker","GPT2",-0.22006413,0.481387695323172,-0.0019473287,0.496724564516874,-0.13106117,0.491020283212328,-0.07809583,0.315551478825529,-0.00429497,0.322904301691514,-0.05997514,0.378920860722602
"bootblack","GPT2",-0.31655067,0.231580422629256,-0.030094698,0.259376613579349,-0.20336284,0.266561101470955,-0.10247195,0.185668565223403,-0.0067065777,0.306810589524689,-0.08357587,0.167882865159575
"bootlegger","GPT2",-0.2849084,0.313503447027732,-0.018309949,0.35874952469055,-0.18662356,0.318527883036854,-0.10121626,0.192359239366009,-0.014027314,0.257956116692548,-0.076839015,0.228123899042796
"bootlicker","GPT2",-0.29052123,0.298971619537653,-0.02095139,0.336476018339377,-0.18189788,0.333198668178768,-0.094754934,0.226787025519554,-0.006473114,0.308368594829283,-0.075978376,0.235819742750316
"bootmaker","GPT2",-0.26696706,0.359954249532146,-0.014915589,0.387371893699802,-0.17012402,0.36975039625832,-0.092506945,0.238764951500618,-0.0074931737,0.301561290637653,-0.0721367,0.270172053150994
"boozer","GPT2",-0.26002023,0.37793985308025,-0.01686424,0.370940222341358,-0.16542214,0.384347294745535,-0.097977735,0.209615023419144,-0.019188257,0.223514888481428,-0.07358755,0.25719853598171
"border patrolman","GPT2",-0.15893005,0.639666122484637,-0.0013800145,0.501508345959204,-0.06869644,0.684630420645138,-0.035609413,0.541931215570954,0.024210464,0.513133520973922,-0.036197998,0.591536334392166
"born-again christian","GPT2",-0.19859216,0.536979431383617,-0.00918722,0.435675400499069,-0.09738663,0.595562262587316,-0.057919286,0.42305785478452,0.012066489,0.432091468317047,-0.06002848,0.378443893837115
"borrower","GPT2",-0.24673983,0.412323307024026,-0.0041203545,0.478400890447469,-0.15913272,0.403872681459671,-0.09312504,0.235471565207685,-0.019855827,0.21905990211229,-0.06381768,0.344560824424117
"boss","GPT2",-0.31798187,0.227874992123824,-0.015188127,0.385073762916667,-0.22617032,0.195755706541865,-0.122900054,0.076821805899637,-0.03633458,0.109089981361824,-0.074442185,0.249556380110345
"bostonian","GPT2",-0.3417,0.166467863536772,-0.03137014,0.248621663729039,-0.22042917,0.213578999299204,-0.113518424,0.126809803937762,-0.016636057,0.240546834511528,-0.086575374,0.141061266342789
"botanist","GPT2",-0.25082612,0.401743748876989,-0.0020805178,0.495601469863328,-0.16371411,0.389649841923072,-0.10077034,0.194735228195792,-0.025370754,0.182256383961699,-0.07031471,0.286464308413262
"bouncer","GPT2",-0.26922977,0.354096008434504,-0.026840754,0.286814948317987,-0.15927136,0.403442276173643,-0.08994136,0.252435119472137,-0.007458085,0.301795452868147,-0.07441923,0.249761643980918
"bounty hunter","GPT2",-0.23510353,0.44245012437335,-0.014247119,0.393008654388596,-0.13370474,0.482813369608866,-0.08152859,0.297260755343004,-0.0024831058,0.334995663367037,-0.071591176,0.275050134951494
"bourgeois","GPT2",-0.2639261,0.367827409083429,-0.026613336,0.288732612300401,-0.16013572,0.400758886725931,-0.081965424,0.294933179310376,0.00038950983,0.354165882932659,-0.0687971,0.30003479426037
"bowdlerizer","GPT2",-0.26806346,0.357115628790003,-0.0097234305,0.431153895768388,-0.16981763,0.370701578280724,-0.10678014,0.162713301237521,-0.025379308,0.182199299381204,-0.07986659,0.201051289025363
"bowler","GPT2",-0.25145704,0.400110273321869,-0.007480126,0.450070183138943,-0.15836401,0.406259127272007,-0.10039272,0.196747295162743,-0.021745425,0.206449788816082,-0.07564072,0.238839066535208
"bowman","GPT2",-0.24481852,0.417297650710716,-0.005178886,0.469475001855535,-0.15794279,0.407566796880926,-0.10031052,0.197185280186533,-0.023656348,0.193697364474856,-0.0728672,0.263639913858743
"boxer","GPT2",-0.24265054,0.422910632283637,-0.01083052,0.421818550019773,-0.14749788,0.439992824550305,-0.0894006,0.255316442847617,-0.009912383,0.285416849671775,-0.072520845,0.266737024200382
"boy scout","GPT2",-0.22528206,0.46787827875162,-0.0067818817,0.455958010597788,-0.13720873,0.471935298213974,-0.08713164,0.267406108292596,-0.011452528,0.27513878897178,-0.06893432,0.298807771462721
"boy wonder","GPT2",-0.2474459,0.410495265298921,-0.0024588564,0.492411193340023,-0.16033101,0.400152612574832,-0.09848615,0.206906043420727,-0.020740146,0.213158454936759,-0.0697181,0.291799201805664
"boy","GPT2",-0.25366554,0.394392383948445,-0.011318914,0.417700249871909,-0.16322245,0.39117619119405,-0.098663874,0.205959079304328,-0.018601645,0.227429606734155,-0.07364878,0.25665101662666
"boyfriend","GPT2",-0.20749928,0.513918563466109,0.0061953706,0.565386504940393,-0.12169674,0.520091980937628,-0.07638827,0.324649845093435,-0.010260186,0.283095808246688,-0.053382564,0.437871750150045
"bozo","GPT2",-0.26004,0.377888667808386,-0.020415543,0.34099445791753,-0.16669525,0.380394948570589,-0.103504054,0.180169221002075,-0.019828124,0.21924477633879,-0.08520391,0.153324912998924
"bragger","GPT2",-0.27999592,0.326222042087347,-0.019668724,0.347291883352994,-0.17754537,0.346710954037742,-0.10100838,0.193466883243689,-0.022752967,0.199726020707368,-0.07239693,0.267845073537
"brain surgeon","GPT2",-0.1799104,0.585347209052112,3.9516948e-05,0.513478305811693,-0.08475773,0.634768446348958,-0.051098477,0.45940106880068,0.014058792,0.445386976965117,-0.048754044,0.47926002853056
